train_i2t_loss,train_loss,epoch,step,val_i2t_loss,val_loss
3.577631950378418,3.577631950378418,0,49,,
3.554258346557617,3.554258346557617,0,99,,
3.5467495918273926,3.5467495918273926,0,149,,
3.547227382659912,3.547227382659912,0,199,,
3.5327696800231934,3.5327696800231934,0,249,,
3.530158519744873,3.530158519744873,0,299,,
3.539553165435791,3.539553165435791,0,349,,
3.5211904048919678,3.5211904048919678,0,399,,
3.533651351928711,3.533651351928711,0,449,,
3.5278918743133545,3.5278918743133545,0,499,,
3.532289505004883,3.532289505004883,0,549,,
3.524595260620117,3.524595260620117,0,599,,
3.5173184871673584,3.5173184871673584,0,649,,
,,0,687,3.523491621017456,3.523491621017456
3.5150935649871826,3.5150935649871826,1,699,,
3.5057742595672607,3.5057742595672607,1,749,,
3.5178258419036865,3.5178258419036865,1,799,,
3.495607376098633,3.495607376098633,1,849,,
3.487464427947998,3.487464427947998,1,899,,
3.5113723278045654,3.5113723278045654,1,949,,
3.499180555343628,3.499180555343628,1,999,,
3.505685567855835,3.505685567855835,1,1049,,
3.5034902095794678,3.5034902095794678,1,1099,,
3.494136333465576,3.494136333465576,1,1149,,
3.514314651489258,3.514314651489258,1,1199,,
3.4894073009490967,3.4894073009490967,1,1249,,
3.493378162384033,3.493378162384033,1,1299,,
3.486929416656494,3.486929416656494,1,1349,,
,,1,1375,3.5152361392974854,3.5152361392974854
3.4887495040893555,3.4887495040893555,2,1399,,
3.493809700012207,3.493809700012207,2,1449,,
3.494173765182495,3.494173765182495,2,1499,,
3.496537685394287,3.496537685394287,2,1549,,
3.4877538681030273,3.4877538681030273,2,1599,,
3.492006778717041,3.492006778717041,2,1649,,
3.4793126583099365,3.4793126583099365,2,1699,,
3.4919896125793457,3.4919896125793457,2,1749,,
3.472696304321289,3.472696304321289,2,1799,,
3.4917540550231934,3.4917540550231934,2,1849,,
3.4920997619628906,3.4920997619628906,2,1899,,
3.466341733932495,3.466341733932495,2,1949,,
