train_i2t_loss,train_loss,epoch,step,val_i2t_loss,val_loss
11.108155250549316,11.108155250549316,0,49,,
11.09197998046875,11.09197998046875,0,99,,
11.096016883850098,11.096016883850098,0,149,,
11.069143295288086,11.069143295288086,0,199,,
11.062968254089355,11.062968254089355,0,249,,
11.094205856323242,11.094205856323242,0,299,,
11.065404891967773,11.065404891967773,0,349,,
10.98188304901123,10.98188304901123,0,399,,
10.982357025146484,10.982357025146484,0,449,,
11.00975227355957,11.00975227355957,0,499,,
11.013894081115723,11.013894081115723,0,549,,
10.946742057800293,10.946742057800293,0,599,,
10.945392608642578,10.945392608642578,0,649,,
10.958073616027832,10.958073616027832,0,699,,
11.00940990447998,11.00940990447998,0,749,,
10.927544593811035,10.927544593811035,0,799,,
10.897831916809082,10.897831916809082,0,849,,
10.949549674987793,10.949549674987793,0,899,,
10.901525497436523,10.901525497436523,0,949,,
10.89653205871582,10.89653205871582,0,999,,
10.919477462768555,10.919477462768555,0,1049,,
10.93143367767334,10.93143367767334,0,1099,,
10.887384414672852,10.887384414672852,0,1149,,
10.874123573303223,10.874123573303223,0,1199,,
10.906006813049316,10.906006813049316,0,1249,,
10.824019432067871,10.824019432067871,0,1299,,
10.920488357543945,10.920488357543945,0,1349,,
10.838784217834473,10.838784217834473,0,1399,,
10.92311954498291,10.92311954498291,0,1449,,
10.85539722442627,10.85539722442627,0,1499,,
10.893874168395996,10.893874168395996,0,1549,,
10.860233306884766,10.860233306884766,0,1599,,
10.806989669799805,10.806989669799805,0,1649,,
10.884319305419922,10.884319305419922,0,1699,,
10.800021171569824,10.800021171569824,0,1749,,
10.810994148254395,10.810994148254395,0,1799,,
10.793931007385254,10.793931007385254,0,1849,,
10.787653923034668,10.787653923034668,0,1899,,
10.861620903015137,10.861620903015137,0,1949,,
10.852829933166504,10.852829933166504,0,1999,,
10.762628555297852,10.762628555297852,0,2049,,
,,0,2064,10.91297435760498,10.91297435760498
